epoch,train/loss,val/loss,learning_rate,train/time,val/time,train/confmaps/bill_end,train/confmaps/bill_base,train/confmaps/back,train/confmaps/tail,train/confmaps/neck_base
0,,0.007406710647046566,,,,,,,,
0,,0.0012627409305423498,,,,,,,,
1,0.0018682979280129075,0.001244539162144065,9.999999747378752e-05,139.80213928222656,16.92718505859375,0.0012091434327885509,0.0008773014415055513,0.0020027149002999067,0.002698764903470874,0.002553564263507724
2,0.0013077807379886508,0.0011829936411231756,9.999999747378752e-05,124.0217514038086,13.553887367248535,0.0004705440951511264,0.0008538434049114585,0.0017596548423171043,0.0016753304516896605,0.0017800215864554048
3,0.0012520654127001762,0.001118108513765037,9.999999747378752e-05,115.5234603881836,13.524126052856445,0.00043852312956005335,0.0008375694742426276,0.0016378882573917508,0.0016856795409694314,0.0016606678254902363
4,0.0011903453851118684,0.000927608460187912,9.999999747378752e-05,116.88294982910156,13.685121536254883,0.00044853484723716974,0.0008803337113931775,0.0013698739930987358,0.0016824154881760478,0.001569571322761476
5,0.0010574935004115105,0.0008533246000297368,9.999999747378752e-05,117.75444030761719,14.014726638793945,0.00045004580169916153,0.0008305229712277651,0.00074104341911152,0.0016841610195115209,0.0015858318656682968
6,0.0009320505778305233,0.0008637633291073143,9.999999747378752e-05,118.37173461914062,13.688685417175293,0.0004593440389726311,0.0008629077929072082,0.00016731428331695497,0.0016724045854061842,0.0014982824213802814
7,0.0008748096879571676,0.0008081740816123784,9.999999747378752e-05,117.3617935180664,13.775100708007812,0.00041015687747858465,0.0008266810909844935,0.0001027791658998467,0.001644145930185914,0.0013884681975468993
8,0.0008684842614457011,0.0008388285059481859,9.999999747378752e-05,117.47109985351562,13.917065620422363,0.00042582862079143524,0.0008411267190240324,0.00011070991604356095,0.0016519364435225725,0.0013128201244398952
9,0.0008585719624534249,0.0007789972005411983,9.999999747378752e-05,116.97824096679688,14.015384674072266,0.0004694254312198609,0.0008646600181236863,8.80364459590055e-05,0.001634337124414742,0.0012364871799945831
10,0.0008484688587486744,0.0007695830427110195,9.999999747378752e-05,116.9249267578125,13.268633842468262,0.000457901245681569,0.0008424025145359337,7.589023152831942e-05,0.0016568785067647696,0.0012041989248245955
11,0.000840218854136765,0.0007661101990379393,9.999999747378752e-05,117.28265380859375,13.376239776611328,0.00045559185673482716,0.0008693981217220426,6.59688375890255e-05,0.0016461324412375689,0.0011640038574114442
12,0.0008065724396146834,0.000753058644477278,9.999999747378752e-05,116.8122329711914,13.835074424743652,0.0004127636202611029,0.0008089057519100606,8.271289698313922e-05,0.0016177817014977336,0.0011134549276903272
13,0.0008127939654514194,0.0007573010516352952,9.999999747378752e-05,116.86109161376953,14.045363426208496,0.00046506826765835285,0.0008553364896215498,7.045007077977061e-05,0.0016179546946659684,0.0010551600717008114
14,0.0008015971397981048,0.0007452020654454827,9.999999747378752e-05,117.33851623535156,13.946319580078125,0.00044981829705648124,0.0008349400013685226,7.727830234216526e-05,0.001598165719769895,0.0010515080066397786
15,0.0008086031302809715,0.0007361843017861247,9.999999747378752e-05,118.40003967285156,13.847543716430664,0.0004399320750962943,0.00084752740804106,7.592702604597434e-05,0.0016119710635393858,0.0010647368617355824
16,0.0007821537437848747,0.0007277866825461388,9.999999747378752e-05,118.24068450927734,14.131324768066406,0.00042344146640971303,0.000793433515354991,6.729036249453202e-05,0.001583234523423016,0.0010433694114908576
17,0.0007858355529606342,0.0007135627092793584,9.999999747378752e-05,116.96834564208984,13.64574146270752,0.00045266354572959244,0.0008336193859577179,6.320847751339898e-05,0.0015942953759804368,0.0009799362160265446
18,0.0007832877454347908,0.0007323753670789301,9.999999747378752e-05,117.71514892578125,14.123217582702637,0.00043513590935617685,0.0008358603226952255,6.548329838551581e-05,0.0015947925858199596,0.000985166523605585
19,0.0007511938456445932,0.0007226643501780927,9.999999747378752e-05,117.57170867919922,13.778884887695312,0.00039703460060991347,0.0008076774538494647,7.397399895126e-05,0.0015458661364391446,0.0009304640116170049
20,0.0007526486297138035,0.0006937155267223716,9.999999747378752e-05,118.42383575439453,14.187192916870117,0.0004348143411334604,0.000799420929979533,6.24876847723499e-05,0.001535580726340413,0.0009320077951997519
21,0.0007406034274026752,0.0007065383833833039,9.999999747378752e-05,120.3009262084961,14.31149959564209,0.0003932368999812752,0.0007754915277473629,6.350952025968581e-05,0.0015220653731375933,0.0009487132774665952
22,0.000731754582375288,0.0007323279860429466,9.999999747378752e-05,118.96197509765625,14.282297134399414,0.0004305772599764168,0.0007831311086192727,6.19037527940236e-05,0.0015128087252378464,0.0008713199640624225
23,0.0007469122647307813,0.0007085623219609261,9.999999747378752e-05,117.65541076660156,13.734699249267578,0.00042502666474319994,0.0008240612805821002,5.772302029072307e-05,0.0015024044550955296,0.000925346917938441
24,0.000727645237930119,0.0006881330627948046,9.999999747378752e-05,115.33345031738281,13.632455825805664,0.0004386983928270638,0.0008055138168856502,5.0552800530567765e-05,0.0014731930568814278,0.0008671056712046266
25,0.0007309134816750884,0.0006816107779741287,9.999999747378752e-05,116.26031494140625,13.75230884552002,0.00042175850830972195,0.0007795564597472548,6.637875776505098e-05,0.0014792542206123471,0.0009061634191311896
26,0.0007246024906635284,0.0006628464907407761,9.999999747378752e-05,116.35533142089844,13.716265678405762,0.0004232568317092955,0.0007828799425624311,5.067489109933376e-05,0.0014717590529471636,0.0008944418514147401
27,0.0007257729303091764,0.0006833281950093806,9.999999747378752e-05,115.97502899169922,13.873114585876465,0.0004111697489861399,0.0008073878707364202,6.277387728914618e-05,0.0014858789509162307,0.0008599277352914214
28,0.0007095396285876632,0.0006570638506673276,9.999999747378752e-05,116.6369400024414,13.561264038085938,0.0003995935257989913,0.000759216898586601,6.0360751376720145e-05,0.0014612668892368674,0.0008672601543366909
29,0.0006952534313313663,0.0006573309656232595,9.999999747378752e-05,116.98777770996094,13.952008247375488,0.00040047962102107704,0.0007471778080798686,5.4958509281277657e-05,0.0014275157591328025,0.0008470990578643978
30,0.0007106980192475021,0.0006505415076389909,9.999999747378752e-05,116.18610382080078,13.964247703552246,0.0004280146677047014,0.0007528369314968586,5.6894979934440926e-05,0.0014636352425441146,0.0008506402373313904
31,0.0006751134060323238,0.0006563711795024574,9.999999747378752e-05,115.73479461669922,13.5089693069458,0.0003833316732198,0.0006739576929248869,5.1092589274048805e-05,0.0014215419068932533,0.0008456436335109174
32,0.000711146043613553,0.0006430458161048591,9.999999747378752e-05,115.42658996582031,13.736312866210938,0.00041955977212637663,0.0007763264584355056,7.34384884708561e-05,0.0014353387523442507,0.0008522193529643118
33,0.0006884147878736258,0.0006468318752013147,9.999999747378752e-05,117.65858459472656,13.963726043701172,0.00041756138671189547,0.0007336836424656212,5.2775427320739254e-05,0.001412258599884808,0.0008257944718934596
34,0.0006819304544478655,0.0006439134012907743,9.999999747378752e-05,116.43112182617188,14.19623851776123,0.0003796310629695654,0.0007116733468137681,5.864783815923147e-05,0.001413120306096971,0.0008479537791572511
35,0.0006768996827304363,0.0006284300470724702,9.999999747378752e-05,115.50135040283203,13.350839614868164,0.0004001033375971019,0.0007063255179673433,4.7498426283709705e-05,0.0014007665449753404,0.0008293608552776277
36,0.0006789503968320787,0.0006188437109813094,9.999999747378752e-05,116.45121002197266,13.841639518737793,0.00039602452307008207,0.0007330445805564523,5.558806151384488e-05,0.001380234956741333,0.0008298591710627079
37,0.0006836880347691476,0.000636884244158864,9.999999747378752e-05,118.75009155273438,14.092728614807129,0.00043244261178188026,0.0007219330291263759,5.3027706599095836e-05,0.0014010154409334064,0.0008084004512056708
38,0.0006695628981105983,0.0006400807178579271,9.999999747378752e-05,119.57330322265625,14.097755432128906,0.0004028814728371799,0.0006952207768335938,4.867218012805097e-05,0.0013802592875435948,0.0008207806968130171
39,0.0006583352223969996,0.0006213385495357215,9.999999747378752e-05,117.71211242675781,13.621024131774902,0.00039335351902991533,0.0006855868268758059,5.074793443782255e-05,0.0013723631855100393,0.0007923622033558786
40,0.0006744229467585683,0.0006119161262176931,9.999999747378752e-05,123.74195098876953,14.369359016418457,0.0004319642612244934,0.00070132443215698,5.9507798141567037e-05,0.0013566836714744568,0.0008205146878026426
41,0.0006395289674401283,0.0006017110426910222,9.999999747378752e-05,118.88219451904297,13.68027400970459,0.0003690414014272392,0.0006659638602286577,5.2768922614632174e-05,0.0013157910434529185,0.0007940799696370959
42,0.0006473016692325473,0.0006189840496517718,9.999999747378752e-05,118.61144256591797,13.522553443908691,0.0004117833450436592,0.0006609197589568794,4.656477176467888e-05,0.0013381961034610868,0.0007811719551682472
43,0.0006377898389473557,0.0005978491972200572,9.999999747378752e-05,118.21453857421875,14.130003929138184,0.0003673536702990532,0.000644926680251956,5.2473322284640744e-05,0.001328204874880612,0.000795990985352546
44,0.0006326032453216612,0.0005870753666386008,9.999999747378752e-05,122.05386352539062,15.416539192199707,0.0003826229658443481,0.0006388050969690084,5.178770516067743e-05,0.001301477081142366,0.0007868828251957893
45,0.000622941239271313,0.0006156181916594505,9.999999747378752e-05,119.80814361572266,13.715385437011719,0.00037563726073130965,0.0006541211623698473,4.061334038851783e-05,0.0012864918680861592,0.0007575996569357812
46,0.000619739992544055,0.0005940384580753744,9.999999747378752e-05,115.7989501953125,13.81039810180664,0.0003719060041476041,0.0006402470171451569,4.6626446419395506e-05,0.0012755993520841002,0.0007643222925253212
47,0.0006259357905946672,0.0006156975287012756,9.999999747378752e-05,117.81076049804688,13.877696990966797,0.0003846017352771014,0.0006481109303422272,5.29188837390393e-05,0.0012827179161831737,0.0007628691964782774
48,0.0006350985495373607,0.0005927179008722305,9.999999747378752e-05,120.6295394897461,14.395812034606934,0.0003901534073520452,0.0006493567489087582,5.905603029532358e-05,0.0012888893252238631,0.0007880375487729907
49,0.0006164921214804053,0.0005971428472548723,9.999999747378752e-05,118.3919906616211,13.845195770263672,0.0003956967848353088,0.00061481271404773,4.4840937334811315e-05,0.001260198187083006,0.0007683607982471585
50,0.0006020230939611793,0.0005704161012545228,9.999999747378752e-05,115.44719696044922,13.727659225463867,0.00034700424293987453,0.0006137903546914458,4.75107881356962e-05,0.001252045389264822,0.0007475242600776255
51,0.0006026926566846669,0.0006216487963683903,9.999999747378752e-05,118.87592315673828,14.074382781982422,0.0003879950672853738,0.000616583798546344,4.575589264277369e-05,0.0012279724469408393,0.0007351565873250365
52,0.0006039654253982008,0.0005583829479292035,9.999999747378752e-05,118.44851684570312,13.345487594604492,0.00033948602504096925,0.0006015060353092849,4.038523184135556e-05,0.0012862758012488484,0.0007542879902757704
53,0.0005893551860935986,0.0005558197153732181,9.999999747378752e-05,118.95499420166016,13.619877815246582,0.0003588014224078506,0.0006058764993213117,4.262648508301936e-05,0.001219683326780796,0.0007197888335213065
54,0.0005900098476558924,0.0005690610269084573,9.999999747378752e-05,117.6273193359375,14.003673553466797,0.00035118055529892445,0.0005957775865681469,3.852421650663018e-05,0.001212857197970152,0.0007531372248195112
55,0.0005902754492126405,0.0005468405433930457,9.999999747378752e-05,115.35321807861328,13.402153968811035,0.0003673641767818481,0.0005869868909940124,4.7937592171365395e-05,0.0011985873570665717,0.0007475938182324171
56,0.0005690136458724737,0.0005614174297079444,9.999999747378752e-05,117.68701171875,13.803060531616211,0.00031095233862288296,0.0005734406877309084,3.914537956006825e-05,0.0012068034848198295,0.0007147262804210186
57,0.0005778312915936112,0.0005426509887911379,9.999999747378752e-05,118.80810546875,14.229737281799316,0.0003604537923820317,0.0005728202522732317,4.762139360536821e-05,0.0011813362361863256,0.0007271557697094977
58,0.00056883052457124,0.0005464639398269355,9.999999747378752e-05,116.55030059814453,13.960110664367676,0.00035985306021757424,0.0005568478954955935,4.439694021129981e-05,0.0011707422090694308,0.0007123122340999544
59,0.0005659774178639054,0.0005541191785596311,9.999999747378752e-05,115.48230743408203,13.643575668334961,0.00033224603976123035,0.0005804180982522666,4.685574094764888e-05,0.0011682154145091772,0.0007054134039208293
60,0.0005687761004082859,0.0005230867536738515,9.999999747378752e-05,114.85652923583984,13.887029647827148,0.0003293354529887438,0.0005525458254851401,4.238696783431806e-05,0.0011948860483244061,0.0007239566184580326
61,0.0005643521435558796,0.0005316621973179281,9.999999747378752e-05,115.08123779296875,13.389474868774414,0.0003537796437740326,0.0005685454234480858,4.218309186398983e-05,0.0011535194935277104,0.0007037330651655793
62,0.0005426578572951257,0.0005225162021815777,9.999999747378752e-05,116.00575256347656,13.828773498535156,0.00031139940256252885,0.0005437214276753366,3.87181353289634e-05,0.0011500404216349125,0.000670206209179014
