epoch,train/loss,val/loss,learning_rate,train/time,val/time
0,,0.01365810539573431,,,
0,,0.0023641218431293964,,,
1,0.0027846740558743477,0.0023269723169505596,9.999999747378752e-05,581.5305786132812,63.54931640625
2,0.002251192694529891,0.002324452390894294,9.999999747378752e-05,577.33642578125,61.68120574951172
3,0.0022318705450743437,0.0022614989429712296,9.999999747378752e-05,572.9186401367188,62.447242736816406
4,0.0022244176361709833,0.002278325380757451,9.999999747378752e-05,570.32861328125,62.19247817993164
5,0.0022071010898798704,0.002173685934394598,9.999999747378752e-05,565.8587036132812,60.82761001586914
6,0.0022069255355745554,0.0022086137905716896,9.999999747378752e-05,567.2197265625,61.73161315917969
7,0.002216348657384515,0.002365229884162545,9.999999747378752e-05,568.7010498046875,61.67811584472656
8,0.0022288579493761063,0.0023255993146449327,9.999999747378752e-05,569.442138671875,61.48738098144531
9,0.0022466471418738365,0.0023156744427978992,9.999999747378752e-05,564.804443359375,60.51203918457031
10,0.002220574766397476,0.00227114325389266,9.999999747378752e-05,562.7627563476562,60.63435363769531
11,0.002243851078674197,0.0022373097017407417,9.999999747378752e-05,569.1583251953125,61.173545837402344
12,0.002200242131948471,0.002088417997583747,9.999999747378752e-05,568.5328369140625,60.6043701171875
13,0.002113162074238062,0.001894076238386333,4.999999873689376e-05,566.1506958007812,60.749576568603516
14,0.0020130707416683435,0.0018777836812660098,4.999999873689376e-05,567.268310546875,61.16801071166992
15,0.0018926652846857905,0.001502440543845296,4.999999873689376e-05,570.0960693359375,61.35551452636719
16,0.00165398174431175,0.00131997128482908,4.999999873689376e-05,565.6505126953125,61.33663558959961
17,0.0013512028381228447,0.0010378273436799645,4.999999873689376e-05,564.6470947265625,61.27573013305664
18,0.0011301032500341535,0.0017818983178585768,4.999999873689376e-05,569.8633422851562,61.8905143737793
19,0.0010324397590011358,0.0010095183970406651,4.999999873689376e-05,571.6502685546875,61.55731201171875
20,0.0009731278987601399,0.0008791079162620008,4.999999873689376e-05,571.177001953125,61.622047424316406
21,0.0008162106387317181,0.0007075712783262134,4.999999873689376e-05,570.9750366210938,61.043495178222656
22,0.0006989106768742204,0.0006947476649656892,4.999999873689376e-05,568.6016235351562,61.1720085144043
23,0.0006851959624327719,0.0007980691152624786,4.999999873689376e-05,567.3690185546875,61.710838317871094
24,0.0006915861158631742,0.0006213821470737457,4.999999873689376e-05,571.61279296875,61.289188385009766
25,0.0006416573887690902,0.0005581008153967559,4.999999873689376e-05,571.9952392578125,61.59218215942383
26,0.0005788119742646813,0.0004658990364987403,4.999999873689376e-05,571.7266235351562,61.71409606933594
27,0.0005791085422970355,0.0006237035267986357,4.999999873689376e-05,567.775146484375,61.34932327270508
28,0.0005965298041701317,0.0005433820188045502,4.999999873689376e-05,567.6266479492188,60.93110656738281
29,0.0005618521245196462,0.0004770366649609059,4.999999873689376e-05,564.1101684570312,61.57247543334961
30,0.0005407332209870219,0.0007789824157953262,4.999999873689376e-05,570.0167236328125,61.81456756591797
